Location,Geo_ID,Total_Collisions,Cyclists_Collisions,Pedestrian_collisions,X,Y,Latitude,Longitude,ObjectId
QUEEN ELIZABETH DRWY btwn CRESCENT HGTS & LAKESIDE AVE (__3ZA216),__3ZA216,1,0,0,367411.7071,5028767.053,45.3960427127198,-75.7002990723056,2908
CARLING AVE @ CHAMPAGNE AVE (0002024),2024,4,0,0,366627.7004,5028810.541,45.3965036732354,-75.7103062959263,2909
LIBRARY RD @ UNIVERSITY RD (0007869),7869,1,0,0,367412.7094,5026904.537,45.3792841974729,-75.700522561663,2910
O'CONNOR ST @ WELLINGTON ST (0002234),2234,3,0,0,367413.6992,5031722.583,45.4226355072408,-75.6998982419874,2911
PRINCE OF WALES DR btwn FALLOWFIELD RD & AMBERWOOD CRES (__3ZA27I),__3ZA27I,4,0,0,367415.3652,5019911.443,45.3163615037858,-75.7013740249364,2912
KENT ST btwn NEPEAN ST & LISGAR ST (__3ZBOEX),__3ZBOEX,1,0,0,367418.2041,5030996.573,45.4161026955844,-75.699932949768,2913
PRINCE OF WALES DR btwn WATERBEND LANE & TURN LANE (__3ZA1H4),__3ZA1H4,6,0,0,367418.2937,5021650.375,45.3320078699219,-75.7011167797216,2914
PRINCE OF WALES DR btwn MELFA CRES & NORMANDY CRES (__3ZA36S),__3ZA36S,1,0,0,367418.4435,5025302.15,45.3648657911828,-75.7006524930435,2915
QUEEN ST btwn BANK ST & O'CONNOR ST (__3ZA2FQ),__3ZA2FQ,1,0,1,367420.703,5031537.579,45.4209702735733,-75.6998322693459,2916
CLEMOW AVE @ BRONSON AVE (0007248),7248,2,0,0,367420.7102,5029397.558,45.4017150130426,-75.7001040455581,2917
BANK ST @ SLATER ST (0002223),2223,7,0,1,367424.7024,5031354.577,45.419323321705,-75.6998044308005,2918
PRINCE OF WALES DR @ NORMANDY CRES/MELFA CRES  (0006963),6963,1,0,0,367427.1301,5025222.893,45.3641518787131,-75.7005516613616,2919
SOMERSET ST    W btwn LYON ST N & RADSTOCK PRIV (__3ZA3Q0),__3ZA3Q0,1,0,0,367431.7198,5030758.519,45.4139595497203,-75.6997905313954,2920
BRONSON AVE btwn CLEMOW AVE & CARLING AVE (__3ZA3OV),__3ZA3OV,2,0,0,367434.2066,5029366.559,45.4014348855838,-75.6999356009141,2921
O'CONNOR ST btwn WELLINGTON ST & SPARKS ST (__3ZA35T),__3ZA35T,2,0,0,367435.203,5031687.579,45.4223186274841,-75.699627935723,2922
AMBERWOOD CRES @ PRINCE OF WALES DR (0000048),48,2,0,0,367435.7057,5020647.493,45.3229825527484,-75.7010215365568,2923
PRINCE OF WALES DR btwn WINDING WAY & MERIVALE RD (__3ZA26F),__3ZA26F,1,0,0,367436.8965,5017333.262,45.2931614506083,-75.7014252212136,2924
KENT ST @ LISGAR ST (0007733),7733,4,0,0,367437.7018,5030963.569,45.4158039907236,-75.6996880488663,2925
GLOUCESTER ST btwn KENT ST & BANK ST (__3ZBOR0),__3ZBOR0,1,0,0,367440.7041,5031148.575,45.4174683481494,-75.6996261755274,2926
HWY417 IC121A RAMP61 btwn CATHERINE ST & HIGHWAY 417 (__3ZAY9W),__3ZAY9W,1,0,0,367441.2545,5029868.936,45.4059544967669,-75.6997817654117,2927
PRINCE OF WALES DR @ NORMANDY CRES S/KOCHAR DR (0006961),6961,1,0,0,367446.709,5024562.521,45.3582082492922,-75.7003854648966,2928
BRONSON AVE @ CARLING AVE/GLEBE AVE (0002134),2134,20,1,1,367447.707,5029335.562,45.4011547755118,-75.6997671065762,2929
PRINCE OF WALES DR @ MERIVALE RD (0000564),564,6,0,0,367449.7113,5017616.461,45.2957085001,-75.7012260836315,2930
ARLINGTON AVE @ PERCY ST (0007911),7911,1,0,0,367449.7113,5030004.567,45.4071741074322,-75.6996565093908,2931
BOTELER ST @ SUSSEX DR (0011436),11436,10,1,0,367451.3115,5032951.971,45.4336937656838,-75.6992612690564,2932
PRINCE OF WALES DR btwn HOLBORN AVE & RIDEAU GLEN DR (__3ZA27H),__3ZA27H,2,0,0,367452.7073,5017812.463,45.2974718356126,-75.7011631255542,2933
LAKESIDE AVE @ QUEEN ELIZABETH DRWY (0002625),2625,2,0,0,367455.7079,5028711.552,45.3955393943064,-75.6997441812165,2934
O'CONNOR ST @ SPARKS ST (0005688),5688,1,1,0,367456.6977,5031652.576,45.4220017569036,-75.699357748611,2935
COMMISSIONER ST @ WELLINGTON ST (0011381),11381,1,0,0,366628.6984,5031020.565,45.4163887770134,-75.7100164108422,2936
BOOTH ST @ ECCLES ST S (0008198),8198,1,0,0,366629.94,5030170.73,45.4087420926623,-75.7101071550572,2937
WELLINGTON ST btwn TURN LANE & TO BE DETERMINED (__3ZA2L9),__3ZA2L9,2,0,0,366632.6891,5031279.76,45.4187205854649,-75.709932902267,2938
BALSAM ST @ ROCHESTER ST (0006571),6571,2,0,0,366632.6989,5029861.563,45.4059600492517,-75.7101106870114,2939
PRESTON ST btwn GEORGE ST W & ABERDEEN ST (__3ZA3ZV),__3ZA3ZV,4,1,0,366635.3284,5029379.124,45.401618960725,-75.7101375957642,2940
PRIMROSE AVE btwn EMPRESS AVE & END (__3ZA1IK),__3ZA1IK,1,0,0,366639.3119,5030530.145,45.4119751802289,-75.7099423501378,2941
STRANDHERD DR btwn CRESTHAVEN DR & CRESTWAY DR (__44ZGJV),__44ZGJV,1,0,0,366644.609,5015324.976,45.2751612226825,-75.7117756382034,2942
BARNSDALE RD @ PRINCE OF WALES DR (0001082),1082,14,0,0,366646.6962,5011532.413,45.2410356886657,-75.7122210816553,2943
ROCHESTER ST btwn BALSAM ST & GLADSTONE AVE (__3ZAAJL),__3ZAAJL,1,0,0,366647.703,5029824.564,45.4056258167592,-75.709923674623,2944
MERIVALE RD btwn AMBERWOOD CRES & FALLOWFIELD RD (__3ZA3I9),__3ZA3I9,3,0,0,366650.6507,5019430.462,45.3121014763847,-75.7111866664477,2945
ANDERSON ST @ BOOTH ST (0003095),3095,1,0,0,366650.6967,5030124.568,45.4083249057916,-75.7098477998743,2946
DRIVEWAY (THE) @ MAPLE DR (0010725),10725,1,0,0,366650.7049,5027996.533,45.3891774026721,-75.7101145401417,2947
ABERDEEN ST @ PRESTON ST (0005695),5695,1,0,0,366651.6947,5029341.563,45.4012795510433,-75.7099332691846,2948
LORNE AVE @ SOMERSET ST (0002214),2214,1,0,0,366652.701,5030303.566,45.4099353028543,-75.7097997386661,2949
GLADSTONE AVE @ ROCHESTER ST (0006496),6496,4,0,0,366662.698,5029787.566,45.4052915937578,-75.709736780529,2950
105 S OF COMMISSIONER ST @ ALBERT ST (0016880),16880,1,0,0,366666.27,5030879.41,45.4151153841979,-75.7095541258735,2951
PRINCE OF WALES DR btwn BARNSDALE RD & JOCKVALE RD (__3ZA29W),__3ZA29W,1,0,0,366667.2415,5011864.892,45.2440255260643,-75.7119180464319,2952
SOMERSET ST    W btwn UPPER LORNE PL & LEBRETON ST N (__3ZA320),__3ZA320,3,0,0,366668.1695,5030311.931,45.4100092015332,-75.709601089642,2953
HWY417 IC121B RAMP51 btwn HIGHWAY 417 & ROCHESTER ST (__3ZAY9Z),__3ZAY9Z,1,0,0,366677.4816,5029516.996,45.4028557714773,-75.7095818982416,2954
BOOTH ST @ POPLAR ST (0006506),6506,1,0,0,366679.6978,5030058.562,45.4077284386682,-75.7094856265415,2955
LEBRETON ST @ SOMERSET ST (0006348),6348,1,0,0,366681.6939,5030319.567,45.4100767124248,-75.7094273661864,2956
BASELINE RD @ MORLEY BLVD (0002732),2732,2,0,0,366683.7065,5026349.524,45.3743550876197,-75.7098995750808,2957
BEECH ST @ PRESTON ST (0006160),6160,2,0,0,366684.6963,5029269.556,45.4006287347376,-75.7095207967206,2958
FISHER AVE @ NORMANDY CRES N (0003142),3142,2,0,0,366684.7045,5024782.522,45.3602554473265,-75.7100831124105,2959
ALBERT ST btwn BRICKHILL ST & COMMISSIONER ST (__3ZA2GZ),__3ZA2GZ,1,0,0,366689.9879,5030925.494,45.4155279373144,-75.7092453313438,2960
PAMILLA ST btwn PRESTON ST & END (__3ZA030),__3ZA030,1,0,0,366692.7041,5029102.557,45.3991254140097,-75.7094394758229,2961
DONNELLY DR btwn HARNETT RD & MALAKOFF RD (__3ZA4KC),__3ZA4KC,2,0,0,366698.2438,4988600.694,45.0346879331825,-75.714403222054,2962
MEADOWLANDS DR btwn ORTONA AVE & ORKNEY PRIV (__3ZA4IW),__3ZA4IW,2,0,0,366702.2071,5025126.023,45.3633446542628,-75.7098166991094,2963
LEBRETON ST    N btwn SOMERSET ST W & ECCLES ST (__3ZA0WP),__3ZA0WP,1,0,0,366705.67,5030267.431,45.409605486966,-75.7091276348986,2964
PRINCE OF WALES DR btwn CARSONBY RD W & ORMOND RD (__3ZBOC4),__3ZBOC4,1,0,0,366708.1601,5003293.122,45.1668927261906,-75.712461872169,2965
JOCKVALE RD/RIDEAU VALLEY DR @ PRINCE OF WALES (0004638),4638,10,0,0,366709.6969,5012195.397,45.246995671971,-75.711336138102,2966
BOOTH ST @ WILLOW ST (0005748),5748,1,0,0,366710.695,5029982.575,45.4070419875518,-75.7090992165876,2967
SOMERSET ST    W btwn LEBRETON ST N & EMPRESS AVE (__3ZA32C),__3ZA32C,1,0,0,366711.1586,5030335.194,45.410214713882,-75.7090490118901,2968
PRINCE OF WALES DR btwn DANBURY WAY & STRATTON DR (__3ZA3H1),__3ZA3H1,1,0,0,366711.3408,5000957.372,45.1458750708096,-75.71271089181,2969
ALBERT ST @ COMMISSIONER ST (0002171),2171,2,0,0,366713.6973,5030971.57,45.4159404183064,-75.7089366418852,2970
NORMAN ST @ PRESTON ST (0006127),6127,1,0,0,366716.708,5029193.558,45.3999420945198,-75.7091214777159,2971
130 W OF PRESTON ST @ CARLING AVE (0016879),16879,2,2,0,366724.8285,5028870.656,45.3970359890823,-75.7090583006246,2972
BOOTH ST btwn WILLOW ST & BALSAM ST (__3ZA31A),__3ZA31A,1,0,0,366729.703,5029941.564,45.4066713003691,-75.7088615665641,2973
PRINCE OF WALES DR btwn JOCKVALE RD & MAPLEHILL WAY (__3ZA29X),__3ZA29X,2,0,0,366730.1868,5012358.47,45.24846119691,-75.7110548300547,2974
FISHER AVE btwn NORMANDY CRES & FALAISE RD (__3ZA4HE),__3ZA4HE,1,0,0,366730.2071,5024672.019,45.3592571454608,-75.7095162036587,2975
BARONESS DR btwn HOLITZNER WAY & HOLITZNER WAY (__3EX1J9),__3EX1J9,1,0,0,366731.3093,5017020.093,45.2904061242616,-75.7104591818915,2976
BASELINE RD btwn MORLEY BLVD & PRINCE OF WALES DR (__3ZA4JU),__3ZA4JU,2,0,0,366734.6045,5026382.109,45.3746437833024,-75.7092457105651,2977
RAYMOND ST/HWY 417 ROCHEST IC121BR16 @ ROCHEST (0006495),6495,8,0,0,366737.7,5029618.559,45.4037642823944,-75.7087999903878,2978
ABERDEEN ST btwn PRESTON ST & ROCHESTER ST (__3ZA4AN),__3ZA4AN,1,0,0,366738.6405,5029376.87,45.4015895468826,-75.7088183334122,2979
ALBERT ST @ BRONSON AVE (0002160),2160,3,0,0,366739.7043,5031016.574,45.4163430494769,-75.7085987291064,2980
PAMILLA ST @ PRESTON ST (0006134),6134,1,0,0,366748.7032,5029120.561,45.3992824565516,-75.7087220021104,2981
MAPLEHILL WAY @ PRINCE OF WALES DR (0010335),10335,1,0,0,366751.6973,5012521.409,45.2499254251122,-75.710760522941,2982
BOOTH ST btwn BALSAM ST & GLADSTONE AVE (__3ZA314),__3ZA314,1,0,0,366755.703,5029880.564,45.4061201383371,-75.7085371192644,2983
WELLINGTON ST btwn Continuation of WELLINGTON ST & BAY ST (__3ZA2XU),__3ZA2XU,1,0,0,366755.7434,5031322.71,45.4190961508895,-75.7083553263737,2984
HIGHWAY 417 btwn HWY417 IC121B RAMP16 & HWY417 IC121A RAMP16 (__3ZA2YX),__3ZA2YX,14,0,0,366756.0717,5029584.799,45.4034588933258,-75.708569572114,2985
SOMERSET ST    W btwn EMPRESS AVE & BELL ST N (__3ZA32E),__3ZA32E,1,0,0,366757.307,5030356.963,45.4104065012562,-75.7084567597741,2986
CITIPLACE DR btwn Continuation of CITIPLACE DR & Continuation of CITIP (__5Z1V7E),__5Z1V7E,1,0,0,366761.6937,5023510.98,45.348807558008,-75.7092598516838,2987
PRESTON ST btwn PAMILLA ST & ADELINE ST (__3ZBODV),__3ZBODV,1,0,0,366762.7041,5029088.556,45.3989932450749,-75.7085472047587,2988
BIRCH DR @ DRIVEWAY (THE) (0010719),10719,1,0,0,366762.7089,5028063.539,45.3897704057143,-75.7086758786999,2989
WILLOW ST btwn BOOTH ST & LEBRETON ST N (__3ZAAKZ),__3ZAAKZ,1,0,0,366765.703,5029993.065,45.4071315059188,-75.708395245816,2990
BOOTH ST @ GLADSTONE AVE (0002211),2211,2,0,0,366768.7054,5029850.562,45.4058490376256,-75.7083748047132,2991
BRONSON AVE @ COMMISSIONER ST/SLATER ST (0001679),1679,9,0,0,366768.7054,5030948.568,45.4157285835525,-75.7082367703629,2992
BEECH ST btwn PRESTON ST & ROCHESTER ST (__3ZA05Q),__3ZA05Q,2,0,0,366770.5789,5029306.331,45.4009520294409,-75.70841926661,2993
LEBRETON ST    N btwn ECCLES ST & WILLOW ST (__3ZAAK7),__3ZAAK7,1,0,0,366771.203,5030114.066,45.4082197521845,-75.7083097810873,2994
FALAISE RD @ FISHER AVE (0003207),3207,3,0,0,366775.7082,5024561.521,45.3582588858642,-75.7089493331629,2995
CAMBRIDGE ST    N btwn LAURIER AVE W & PRIMROSE AVE (__3ZA150),__3ZA150,2,0,0,366776.7552,5030724.049,45.4137077139229,-75.708162163961,2996
ORANGEVILLE ST/HWY 417 ROCHEST IC121BR51 @ ROC (0006465),6465,5,1,0,366777.7043,5029521.56,45.402887971068,-75.7083012105464,2997
PRIMROSE AVE btwn ARTHUR ST & CAMBRIDGE ST N (__3ZA0WC),__3ZA0WC,1,0,0,366781.2019,5030607.07,45.4126547767742,-75.7081200674138,2998
BRONSON AVE btwn SLATER ST & LAURIER AVE W (__3ZA33Y),__3ZA33Y,1,0,0,366786.7019,5030905.073,45.415335634227,-75.7080123252131,2999
ANTARES DR @ CAPELLA CRT (0000178),178,1,0,0,366788.7158,5021769.502,45.333135651002,-75.7091332325764,3000
RIVERSIDE DR btwn KIMBERWICK CRES & MALHOTRA CRT (__3ZA1KW),__3ZA1KW,4,0,0,368198.2013,5022911.786,45.3432877610603,-75.691006108244,3001
SECOND AVE btwn LYON ST S & BANK ST (__3ZA92B),__3ZA92B,1,0,0,368201.2096,5029566.059,45.4031608820576,-75.6901135404749,3002
KING EDWARD AVE btwn WILBROD ST & LAURIER AVE E (__3ZA3VM),__3ZA3VM,1,0,0,368707.7071,5032087.082,45.4257981214149,-75.6833172980621,3003
YORK ST EB btwn CUMBERLAND ST & SPLIT (__3ZA82Y),__3ZA82Y,1,0,0,368201.9765,5032485.032,45.4294247586108,-75.6897281950496,3004
FRANK ST @ METCALFE ST (0007271),7271,3,0,0,368203.7067,5030793.573,45.4142054326859,-75.6899237746984,3005
BANK ST @ CLEMOW AVE (0007714),7714,1,0,0,368205.711,5029865.563,45.4058553171709,-75.6900175333113,3006
ST. PATRICK ST @ SUSSEX DR (0011910),11910,2,0,0,367666.9143,5032462.364,45.429269099969,-75.6965684584763,3007
YORK ST btwn BEAUSOLEIL DR & END (__3ZA7BF),__3ZA7BF,1,0,0,368707.7148,5032816.444,45.4323606512744,-75.6832225492281,3008
NICHOLAS ST btwn BESSERER ST & DALY AVE (__3ZA3VO),__3ZA3VO,6,0,0,368206.7049,5032079.082,45.4257717346364,-75.6897200363156,3009
THIRD LINE RD    S btwn STRATTON DR & ROGER STEVENS DR (__3ZA0MW),__3ZA0MW,1,0,0,367675.0667,5000991.362,45.1460957834829,-75.7004526835929,3010
DUFFERIN RD btwn CRICHTON ST & AVON LANE (__3ZA5BH),__3ZA5BH,1,0,0,368708.203,5033659.096,45.4399424692723,-75.6831069166694,3011
DALHOUSIE ST @ RIDEAU ST (0007646),7646,10,0,2,368206.7091,5032227.581,45.4271078763037,-75.6897008654169,3012
BRUYERE ST @ PARENT AVE (0008428),8428,1,0,0,367687.7001,5032763.583,45.4319774968487,-75.6962643758444,3013
RIDEAU ST btwn NELSON ST & FRIEL ST (__3ZA3WJ),__3ZA3WJ,4,0,0,368711.3436,5032534.769,45.4298259127163,-75.6832127351583,3014
ELGIN ST @ MACLAREN ST (0006937),6937,2,0,0,368208.7134,5031126.575,45.4172012202657,-75.6898169664404,3015
BRONSON AVE @ LAKEVIEW TER (0007216),7216,2,0,0,367687.7083,5028761.547,45.3959684370397,-75.6967749277922,3016
HAWTHORNE AVE btwn ISABELLA ST & COLONEL BY DR (__3ZA2FY),__3ZA2FY,1,0,0,368717.7559,5030498.524,45.4115039173274,-75.6833949657851,3017
ROGER STEVENS DR @ THIRD LINE RD (0011801),11801,1,0,0,368211.6746,5000397.288,45.1407022691955,-75.6937049721214,3018
SOUTHBRIDGE ST @ SUMMERHILL ST (0015592),15592,1,0,0,367687.74,5014281.557,45.2656801038351,-75.6986141196885,3019
LAURIER AVE   E btwn RING LANE & KING EDWARD AVE (__3ZA2GW),__3ZA2GW,2,1,0,368720.7071,5032023.081,45.4252210757922,-75.6831594924426,3020
CLARENCE ST @ CUMBERLAND ST (0008412),8412,3,0,0,368212.6974,5032607.588,45.4305265019381,-75.6895754148155,3021
ALBERT ST @ METCALFE ST (0002117),2117,2,0,0,367691.7005,5031613.582,45.421629814347,-75.6963601012646,3022
BANK ST btwn EUCLID AVE & SUNNYSIDE AVE (__3ZA3N6),__3ZA3N6,4,0,0,368720.7129,5028615.052,45.3945567816016,-75.6836013280955,3023
BANK ST btwn WAVERLEY ST & FLORENCE ST (__3ZBOE3),__3ZBOE3,1,0,0,367863.206,5030651.07,45.4129540053231,-75.6942919750507,3024
METCALFE ST btwn FRANK ST & GLADSTONE AVE (__3ZA3QB),__3ZA3QB,2,0,0,368217.2075,5030772.071,45.4140107413864,-75.6897540660946,3025
BANK ST @ SOMERSET ST (0010858),10858,3,0,1,367694.7029,5030915.565,45.415349012598,-75.6964108373784,3026
WALKLEY RD @ SPRINGLAND DR/OTTERSON DR (0006968),6968,2,0,0,368721.7176,5024982.512,45.361872136456,-75.6840587437792,3027
KING EDWARD AVE @ RIDEAU ST (0002121),2121,24,1,3,368511.7072,5032413.589,45.4287537938609,-75.6857795073343,3028
FOURTH LINE RD @ LOCKHEAD RD (0008186),8186,1,0,0,367864.6595,4997791.277,45.1172840823425,-75.6984454371801,3029
REVELSTOKE DR @ RIVERSIDE DR (0006918),6918,1,0,0,368217.7123,5024423.518,45.3568882188793,-75.690563292422,3030
BOTELER ST @ DALHOUSIE ST/MACDONALDCARTIER BR  (0011438),11438,1,0,0,367696.4021,5033069.983,45.4347335952734,-75.6961140294147,3031
QUEEN ELIZABETH DRWY btwn ARGYLE AVE & MCLEOD ST (__3ZA219),__3ZA219,1,1,0,368722.1688,5030842.956,45.4146025952759,-75.6832939229196,3032
HUNT CLUB RD btwn LINDBERGH PRIV & NORTH BOWESVILLE RD (__3ZA35F),__3ZA35F,1,0,0,368512.887,5022222.585,45.3370579706494,-75.6870797119054,3033
RIVER RD btwn OLD MILL WAY & OLD MILL WAY (__3ZA38G),__3ZA38G,1,0,0,369205.709,5010922.405,45.2353174137927,-75.6797076528195,3034
BRONSON AVE btwn BRONSON AVE SB ON RAMP 43 & SUNNYSIDE AVE/UNIVERSITY  (__3ZA3NU),__3ZA3NU,3,0,0,367865.2911,5028195.82,45.3908622159633,-75.6945793117224,3035
CATHCART ST btwn DALHOUSIE ST & CUMBERLAND ST (__3ZA7DN),__3ZA7DN,1,0,0,367866.2019,5032984.592,45.4339499836611,-75.6939549533514,3036
HUNT CLUB RD btwn WEST HUNT CLUB RD & TURN LANE (__3ZBOEO),__3ZBOEO,4,0,0,367866.8827,5021896.835,45.334185299096,-75.6953628492063,3037
SHORELINE DR btwn WILD SHORE CRES & SUGAR MAPLE DR (__54PK4W),__54PK4W,1,0,0,367868.1662,5015205.439,45.2739769583724,-75.6961978198852,3038
ARLINGTON AVE @ KENT ST (0007259),7259,10,0,0,367868.7095,5030257.571,45.4094129295525,-75.6942720155296,3039
GEORGE ST @ SUSSEX DR (0002109),2109,5,0,0,367869.2159,5032130.693,45.4262666242581,-75.6940257993543,3040
MACKENZIE AVE @ RIDEAU ST (0002136),2136,13,0,0,367869.6992,5032009.58,45.4251768469812,-75.6940351319872,3041
LAURIER AVE   W btwn METCALFE ST & ELGIN ST (__3ZA35P),__3ZA35P,2,1,0,367870.7049,5031500.578,45.4205969266187,-75.694087449198,3042
DALHOUSIE ST @ ST. ANDREW ST (0008429),8429,2,0,0,367870.7056,5032783.585,45.4321409870373,-75.6939231463214,3043
METCALFE ST @ NEPEAN ST (0006944),6944,5,0,0,367874.7142,5031319.574,45.418967950848,-75.6940593954829,3044
CHAMBERLAIN AVE btwn LYON ST S & KENT ST (__3ZA25C),__3ZA25C,1,0,0,367875.2075,5030013.564,45.4072168449152,-75.6942202278879,3045
YORK ST EB btwn BY WARD MARKET SQ & SUSSEX DR (__3ZA8ZZ),__3ZA8ZZ,4,0,0,367876.1183,5032280.945,45.4276179180688,-75.6939183584065,3046
HOG'S BACK RD btwn COLONEL BY DR & RIVERSIDE DR (__3ZA22W),__3ZA22W,7,0,0,367877.9426,5026071.703,45.3717488404588,-75.6946891424292,3047
MCLEAN CRES btwn HARTWELL RD & DRISCOLL DR (__3ZA999),__3ZA999,1,0,0,367882.0136,5010874.371,45.2350050402443,-75.696571083251,3048
SHORELINE DR btwn WILD SHORE CRES & PUFFIN CRT (__308IQH),__308IQH,1,0,0,367882.3123,5014990.552,45.2720421562368,-75.6960448476514,3049
GLEBE AVE btwn PERCY ST & LYON ST S (__3ZA920),__3ZA920,1,0,0,367882.7079,5029572.06,45.4032436512742,-75.6941809048271,3050
COOPER ST btwn O'CONNOR ST & METCALFE ST (__3ZA9UP),__3ZA9UP,2,0,0,367885.7055,5031132.074,45.4172798962466,-75.6939429729309,3051
KENT ST btwn ARLINGTON AVE & CATHERINE ST (__3ZA3PP),__3ZA3PP,3,0,0,367888.2071,5030223.065,45.4091006980924,-75.6940273665591,3052
ST. PATRICK ST btwn PARENT AVE & DALHOUSIE ST (__3ZA3WN),__3ZA3WN,1,0,0,367889.703,5032598.588,45.4304747349529,-75.6937040765746,3053
ELGIN ST @ SLATER ST (0002228),2228,8,0,1,367890.7077,5031646.575,45.4219087555043,-75.6938131840501,3054
KING EDWARD AVE SB btwn UNION ST & BOTELER ST (__7TTQ1S),__7TTQ1S,1,0,0,367903.5224,5033289.439,45.4366895217476,-75.6934389345007,3055
GILMOUR ST btwn DERBY PL & O'CONNOR ST (__3ZA4GK),__3ZA4GK,1,0,0,367904.706,5030845.072,45.4146958319672,-75.6937369758879,3056
HERON RD EB btwn HERON RD EB ON RAMP/VINCENT MASSEY PARK & RIVERSIDE D (__3ZA37D),__3ZA37D,4,0,0,367907.1563,5026602.49,45.376522095371,-75.6942483882531,3057
SUSSEX DR btwn ALEXANDER ST & MACKAY ST (__3ZA2FI),__3ZA2FI,1,0,0,367907.2,5034052.602,45.4435558531453,-75.6932940806268,3058
HIGHWAY 417 btwn HWY417 IC120B RAMP36 & HWY417 IC119B RAMP76 (__3ZA2YU),__3ZA2YU,15,0,0,367907.2685,5030098.134,45.4079748895244,-75.6937998673225,3059
CATHERINE ST @ KENT ST (0002707),2707,43,0,0,367907.7075,5030188.564,45.4087885108458,-75.6937826838609,3060
GLOUCESTER ST btwn METCALFE ST & ELGIN ST (__3ZA9VJ),__3ZA9VJ,1,0,0,367910.2049,5031432.076,45.419977006226,-75.6935915461839,3061
DALHOUSIE ST @ GUIGUES AVE (0008427),8427,1,0,0,367912.6977,5032713.588,45.4315073901098,-75.6933954905635,3062
LISGAR ST @ METCALFE ST (0006941),6941,1,0,0,367915.7084,5031251.587,45.41835252927,-75.6935443507134,3063
BANK ST @ GLADSTONE AVE (0002253),2253,13,0,4,367916.7064,5030562.571,45.4121528962276,-75.6936198440732,3064
HIGHWAY 417 btwn HWY417 IC120A RAMP52 & HWY417 IC119B RAMP57 (__3ZA2R1),__3ZA2R1,5,0,0,367917.1967,5030080.269,45.407813250582,-75.6936753335957,3065
COLONEL BY DR/SUSSEX DR @ RIDEAU ST (0007647),7647,10,0,1,367921.6967,5032044.584,45.425487110808,-75.6933662387028,3066
O'CONNOR ST btwn MACLAREN ST & GILMOUR ST (__3ZA3RO),__3ZA3RO,2,0,0,367921.706,5030904.572,45.4152296604358,-75.6935121746839,3067
BRONSON AVE @ SUNNYSIDE AVE/UNIVERSITY RD - CA (0007209),7209,29,0,0,367922.7101,5028091.547,45.3899188240899,-75.6938594123644,3068
GEORGE ST btwn SUSSEX DR & 26 W OF BYWARD MARKET/FREIMAN MALL (__3ZA40PA),__3ZA40PA,2,0,1,367929.0301,5032168.999,45.4266058927055,-75.6932565880672,3069
MURRAY ST btwn PARENT AVE & DALHOUSIE ST (__3ZA3WK),__3ZA3WK,6,1,0,367931.703,5032531.087,45.4298635943805,-75.693176017609,3070
SOMERSET ST    W btwn O'CONNOR ST & METCALFE ST (__3ZBOEW),__3ZBOEW,2,1,0,367933.206,5031058.573,45.4166142738793,-75.6933455280182,3071
METCALFE ST btwn ARGYLE AVE & CATHERINE ST (__3ZA3PD),__3ZA3PD,1,0,0,368365.7085,5030532.568,45.4118422992028,-75.6878878321199,3072
FINDLAY AVE @ TORRINGTON PL (0007562),7562,1,0,0,367933.7062,5028789.549,45.3961982537186,-75.6936296803087,3073
ELGIN ST btwn SLATER ST & LAURIER AVE W (1) (__3ZA25J),__3ZA25J,1,0,0,367934.7049,5031610.079,45.4215764074631,-75.69325571134,3074
DALHOUSIE ST btwn GUIGUES AVE & ST. PATRICK ST (__3ZA7BL),__3ZA7BL,1,0,0,367935.203,5032677.088,45.4311769445154,-75.6931125728446,3075
BOTELER ST btwn CUMBERLAND ST & RAMP (__7TR60S),__7TR60S,1,0,0,367938.023,5033215.166,45.4360181254071,-75.693007533308,3076
55 S OF RIDEAU ST @ COLONEL BY DR (0016433),16433,4,0,0,367938.64,5031987.91,45.424975648276,-75.6931570061418,3077
ARLINGTON AVE btwn KENT ST & BANK ST (__3ZA977),__3ZA977,1,0,0,367939.4211,5030300.151,45.4097896753073,-75.6933632828928,3078
SUSSEX DR btwn MACKAY ST & PRINCESS AVE (__3ZBOGD),__3ZBOGD,1,1,0,367939.6995,5034126.602,45.4442187430628,-75.6928691825189,3079
WILLIAM ST @ CLARENCE ST (0008499),8499,1,0,0,367943.7032,5032442.592,45.4290662637676,-75.6930340172806,3080
GILMOUR ST @ O'CONNOR ST (0007286),7286,5,1,0,367943.7114,5030868.57,45.4149037407017,-75.6932356588603,3081
ELGIN ST @ LAURIER AVE (0002232),2232,10,0,0,367948.7099,5031549.576,45.4210307576538,-75.6930845264568,3082
BANK ST @ MCLEOD ST (0007255),7255,1,0,0,367948.7099,5030487.573,45.4114752009833,-75.6932206158658,3083
SLATER ST btwn ELGIN ST & ALBERT ST (__3ZA358),__3ZA358,1,0,0,367951.5804,5031718.793,45.4225530564011,-75.693026159359,3084
NEPEAN ST btwn METCALFE ST & ELGIN ST (__3ZA9UD),__3ZA9UD,3,0,0,367952.2055,5031365.576,45.4193748713103,-75.6930634487746,3085
CATHCART ST @ CUMBERLAND ST (0008448),8448,1,0,0,367953.7001,5033036.589,45.4344099375265,-75.6928300861828,3086
SUSSEX DR/PRINCESS AVE @ RIDEAU GATE (0007141),7141,3,0,0,367956.6989,5034163.603,45.4445501286419,-75.6926471475067,3087
